frame,timestamp,x_cm,y_cm,x_velocity_cm_per_s,y_velocity_cm_per_s
662,0.7484421107020616,19.41518691588785,12.423364485981308,11.412992331097474,-9.657147357082476
666,0.9161064134857604,19.562383177570094,12.526401869158878,0.39506511915336895,0.35116899480299935
670,1.0837707162694592,19.547663551401868,12.541121495327102,-0.2633767461022523,0.17558449740150153
674,1.2514350190531545,19.47406542056075,12.585280373831775,-1.0096108600586284,0.2194806217518769
678,1.4190993218368533,19.20911214953271,12.614719626168224,-1.7119488496646271,0.13168837305112474
682,1.586763624620552,18.9,12.629439252336448,-0.7462341139563788,0.04389612435037492
686,1.754427927404251,18.958878504672896,12.629439252336448,1.2290914818104977,-0.17558449740149967
690,1.9220922301879497,19.31214953271028,12.570560747663551,2.107013968817996,-0.2633767461022495
694,2.0897565329716485,19.665420560747663,12.541121495327102,1.7119488496646451,0.0
698,2.257420835755344,19.88621495327103,12.570560747663551,0.08779224870075077,0.04389612435037538
702,2.4250851385390426,19.69485981308411,12.555841121495327,-0.6584418652556291,0.0
706,2.5927494413227414,19.665420560747663,12.570560747663551,3.775066694132243,6.013769036001358
710,2.7604137441064402,20.960747663551402,14.572429906542055,-0.13168837305111944,0.0
714,2.928078046890139,19.62126168224299,12.570560747663551,-3.9506511915337423,-5.969872911650984
718,3.095742349673838,19.635981308411214,12.570560747663551,0.4389612435037538,-0.08779224870075077
722,3.263406652457533,19.768457943925235,12.541121495327102,0.5267534922045046,0.04389612435037538
726,3.431070955241232,19.812616822429906,12.585280373831775,-0.35116899480299935,0.13168837305112474
730,3.5987352580249308,19.65070093457944,12.585280373831775,0.04389612435038021,0.35116899480299935
734,3.7663995608086296,19.827336448598132,12.70303738317757,-0.3072728704526297,-0.08779224870074984
738,3.9340638635923284,19.547663551401868,12.555841121495327,-2.5020790879713757,-3.4238976993292436
742,4.101728166376027,18.988317757009344,11.554906542056074,0.48285736785412936,-1.4046759792119974
746,4.269392469159726,19.709579439252337,12.084813084112149,2.941040331475156,1.7558449740150153
750,4.437056771943421,19.974532710280375,12.143691588785046,0.5267534922045046,1.1851953574601353
754,4.60472107472712,19.88621495327103,12.482242990654205,-2.4142868392706256,-0.4828573678541241
758,4.772385377510819,19.164953271028036,11.981775700934579,-5.925976787300619,-1.097403108759373
762,4.940049680294518,17.899065420560746,12.114252336448597,-3.0727287045262766,0.9657147357082584
766,5.107713983078213,18.134579439252335,12.305607476635513,0.8779224870075076,1.5363643522631383
770,5.275378285861912,18.19345794392523,12.629439252336448,-0.5706496165548686,-1.4485721035623722
774,5.443042588645611,17.94322429906542,11.819859813084111,-1.1851953574601175,-4.565196932438986
778,5.6107068914293095,17.796028037383177,11.098598130841122,-0.7023379896059987,0.7023379896059987
782,5.778371194213008,17.70771028037383,12.0553738317757,-0.2633767461022495,4.565196932438986
786,5.946035496996707,17.70771028037383,12.629439252336448,1.3168837305112475,1.053506984408998
790,6.113699799780406,18.14929906542056,12.408644859813084,2.063117844467616,-1.3168837305112475
794,6.281364102564105,18.399532710280372,12.187850467289719,0.6145457409052488,-1.6680527253142468
798,6.4490284053478035,18.3553738317757,11.84929906542056,-1.1412992331097478,0.7023379896059987
802,6.616692708131502,18.01682242990654,12.423364485981308,-1.8875333470661266,2.2825984662194956
806,6.784357010915201,17.722429906542054,12.614719626168224,-0.2633767461022551,0.4389612435037585
810,6.952021313698893,17.928504672897194,12.570560747663551,0.1755844974015034,-2.019221720117289
814,7.119685616482592,17.78130841121495,11.937616822429906,-0.17558449740149967,-8.296367502220853
826,7.622678524833688,17.648831775700934,5.019392523364486,-1.7119488496646165,-11.58857682849897
830,7.790342827617387,17.22196261682243,3.547429906542056,-1.2729876061608674,-6.145457409052485
838,8.125671433184785,20.09228971962617,14.45467289719626,-2.4581829636209953,-0.7901302383067472
847,8.502916114448105,15.131775700934579,3.797663551401869,-3.589727502430677,5.072441036043343
851,8.670580417231804,15.043457943925233,4.607242990654205,-2.3703907149202457,2.6776635853728674
855,8.838244720015503,14.336915887850466,4.695560747663551,-4.038443440234487,1.624156600963872
859,9.005909022799202,13.689252336448599,5.151869158878505,0.0,2.4581829636209953
863,9.1735733255829,14.336915887850466,5.519859813084112,3.599482196730738,1.1851953574601228
867,9.3412376283666,14.89626168224299,5.549299065420561,2.3264945905698706,-1.1851953574601228
871,9.508901931150298,15.117056074766355,5.122429906542056,-1.0096108600586444,-5.750392289899233
879,9.844230536717689,22.432710280373833,10.450934579439252,-7.83106858410681,-3.933092741793556
889,10.26339129367694,10.038785046728972,1.8399532710280373,-6.101561284702114,0.9657147357082468
909,11.101712807595426,15.087616822429906,14.101401869158877,2.3703907149202457,-6.277145782103608
915,11.353209261770978,22.46214953271028,10.450934579439252,5.589439833947733,3.1019927874264943
934,12.149614699993542,9.700233644859813,7.403971962616822,-9.171707864266587,-10.576383843478586
938,12.31727900277724,11.363551401869158,8.125233644859813,8.208575253520104,3.775066694132243
942,12.48494330556094,12.452803738317757,8.669859813084113,6.145457409052488,2.3703907149202403
946,12.652607608344638,13.424299065420561,8.920093457943924,5.22363879769461,0.5706496165548686
950,12.820271911128337,14.204439252336448,8.861214953271027,3.8628589428329874,-1.0974031087593676
954,12.987936213912036,14.719626168224298,8.552102803738318,2.150910093168371,-2.502079087971365
958,13.155600516695735,14.925700934579439,8.022196261682243,-0.04389612435037585,-3.160520953227061
962,13.323264819479427,14.704906542056074,7.492289719626168,-1.4046759792120271,-3.4238976993293133
966,13.490929122263125,14.45467289719626,6.874065420560748,-2.0631178444676213,-4.5651969324389885
970,13.658593425046824,14.013084112149532,5.961448598130841,-3.2044170775773635,-5.179742673344237
974,13.826257727830523,13.380140186915888,5.13714953271028,-4.126235688935237,-5.882080662950234
978,13.993922030614222,12.629439252336448,3.989018691588785,-3.9945473158841174,-5.8820806629502345
982,14.16158633339792,12.040654205607476,3.164719626168224,-2.4581829636209953,-2.3703907149202443
986,14.32925063618162,11.805140186915887,3.194158878504673,-1.8436372227157465,0.5706496165548739
990,14.496914938965318,11.422429906542055,3.3560747663551402,-1.4046759792119974,1.1851953574601215
994,14.664579241749017,11.334112149532709,3.5915887850467287,-0.2633767461022495,1.8436372227157451
1002,14.999907847316415,15.146495327102803,14.013084112149532,3.204417077577369,2.765455834073617
1010,15.335236452883812,13.041588785046729,5.534579439252337,4.170131813285705,3.4238976993293133
1014,15.502900755667504,13.807009345794393,6.049766355140187,4.170131813285701,3.1166248288766827
1018,15.670565058451203,14.439953271028036,6.579672897196262,3.8189628184826123,3.9945473158841147
1022,15.838229361234902,15.087616822429906,7.389252336448598,3.4238976993292436,4.872469802891613
1026,16.0058936640186,15.588084112149533,8.213551401869159,2.85324808277437,5.399223295096109
1030,16.1735579668023,16.044392523364486,9.199766355140186,3.5555860723803683,6.013769036001358
1034,16.341222269585998,16.7803738317757,10.230140186915888,6.145457409052478,5.574807792497614
1038,16.508886572369697,18.105140186915886,11.069158878504673,7.286756642162225,7.6818217613156055
1042,16.676550875153396,19.223831775700933,12.80607476635514,6.935587647359237,-0.35116899480299935
1046,16.844215177937095,20.430841121495327,10.951401869158879,7.198964393461487,-5.925976787300608
1050,17.011879480720793,21.63785046728972,10.81892523364486,6.145457409052488,-1.1851953574601228
1054,17.179543783504492,22.49158878504673,10.553971962616822,3.8189628184826123,-1.7997410983653717
1058,17.34720808628819,22.918457943925233,10.215420560747663,2.5459752123217347,-2.5459752123217454
1062,17.51487238907189,23.345327102803736,9.700233644859813,1.5363643522631494,-3.38000157497894
1066,17.68253669185558,23.433644859813082,9.082009345794392,-0.7901302383067652,-4.828573678541338
1070,17.85020099463928,23.0803738317757,8.08107476635514,-3.555586072380363,-6.321041906453983
1074,18.01786529742298,22.241355140186915,6.962383177570093,-4.740781429840481,-7.111172144760734
1078,18.185529600206678,21.490654205607477,5.696495327102803,-3.555586072380363,-8.340263626571227
1086,18.520858205774076,19.48878504672897,13.983644859813083,-3.775066694132243,-4.12623568893524
1094,18.856186811341473,19.03247663551402,3.2383177570093458,-3.8628589428329927,1.8436372227157451
1098,19.023851114125172,18.487850467289718,3.400233644859813,-3.4238976993292436,1.5802604766134958
1102,19.19151541690887,17.884345794392523,3.7682242990654204,-2.2825984662194956,1.931429471416495
1106,19.35917971969257,17.722429906542054,4.047897196261682,-0.9218186113578679,2.765455834073617
1110,19.52684402247627,17.575233644859814,4.695560747663551,-0.7901302383067547,4.257924061986454
1114,19.69450832525996,17.45747663551402,5.475700934579439,-1.2290914818105236,5.1797426733443475
1118,19.86217262804366,17.163084112149534,6.432476635514019,-1.8875333470661266,5.706496165548734
1122,20.029836930827358,16.824532710280373,7.389252336448598,-2.019221720117246,5.6626000411983615
1126,20.197501233611057,16.485981308411215,8.331308411214954,-1.9314294714164963,5.574807792497609
1130,20.365165536394755,16.176869158878503,9.258644859813083,-1.2729876061608778,5.179742673344235
1134,20.532829839178454,16.05911214953271,10.06822429906542,0.08779224870074984,4.784677554190866
1138,20.700494141962153,16.206308411214952,10.863084112149533,1.6241566009638773,4.214027937635986
1142,20.868158444745852,16.60373831775701,11.481308411214952,2.3703907149202457,1.6680527253142416
1146,21.03582274752955,17.001168224299064,11.422429906542055,2.063117844467616,-0.8340263626571182
1150,21.20348705031325,17.29556074766355,11.201635514018692,2.019221720117246,-0.9218186113578679
1154,21.37115135309695,17.678271028037383,11.113317757009346,1.8875333470661162,-0.9657147357082482
1158,21.538815655880647,17.928504672897194,10.877803738317757,2.6776635853728648,-1.536364352263122
1162,21.706479958664346,18.576168224299064,10.598130841121495,4.214027937636081,-2.194806217518792
1166,21.874144261448038,19.341588785046728,10.141822429906542,4.9163659272420945,-3.160520953227061
1170,22.041808564231737,20.224766355140186,9.538317757009345,4.6968853054901105,-3.9506511915337423
1174,22.209472867015435,20.916588785046727,8.817056074766354,3.0288325801758638,-5.443119419446484
1178,22.377137169799134,21.240420560747662,7.713084112149533,1.5363643522631274,-6.935587647359229
1182,22.544801472582833,21.43177570093458,6.491355140186916,1.0096108600586284,-8.515848123972729
