frame,timestamp,x_cm,y_cm,x_velocity_cm_per_s,y_velocity_cm_per_s,z_particle_velocity_cm_per_s
681,0.4686987749169411,14.778504672897196,12.526401869158878,2.948907098316819,3.697137257591231,0.0883177570093452
689,0.803132828073089,20.739953271028035,14.557710280373833,0.9242843143978188,0.3961218490276366,0.1605777400169922
697,1.1375668812292332,15.514485981308413,12.511682242990654,0.8362572368361129,0.088027077561696,0.4817332200509767
701,1.304783907807309,15.735280373831776,12.541121495327102,0.7042166204935687,0.2640812326850882,0.4415887850467287
705,1.472000934385381,15.75,12.6,0.2200676939042425,0.3080947714659396,0.0367990654205609
709,1.6392179609634532,15.808878504672895,12.644158878504673,1.0123113919594997,0.3521083102467843,-0.2408666100254883
713,1.8064349875415289,16.088551401869157,12.717757009345794,1.5844873961105297,-0.2200676939042402,-0.3612999150382325
749,3.311388226744185,16.957009345794393,12.6,4.357340339303997,2.728839404412608,-0.2575934579439263
753,3.4786052533222573,17.884345794392523,12.67359813084112,5.193597576140059,-0.044013538780848,-0.1605777400169922
757,3.645822279900333,18.69392523364486,12.585280373831775,3.080947714659364,-0.8362572368361129,0.2007221750212403
862,8.035269227574751,20.901869158878505,14.616588785046728,0.5281624653701822,-1.628500934891395,0.3311915887850452
870,8.369703280730896,19.9303738317757,12.349766355140186,0.4841489265893283,1.3644197022063038,0.1839953271028045
874,8.536920307308968,19.812616822429906,12.482242990654203,-0.5721760041510253,0.8362572368361217,-0.1839953271028045
878,8.70413733388704,19.739018691588782,12.629439252336448,-0.4401353878084851,-0.9242843143978188,0.2207943925233654
886,9.038571387043191,12.761915887850469,14.469392523364483,-0.484148926589318,-0.0440135387808475,0.6021665250637209
894,9.373005440199336,19.326869158878505,11.5107476635514,-1.7605415512339406,-1.9806092451381831,-0.2007221750212403
898,9.540222466777408,18.914719626168225,11.496028037383176,-3.0369341758785526,-3.3450289473444816,-0.4415887850467287
946,11.546826785714288,19.356308411214957,9.126168224299064,-1.2763926246445851,3.609110180029496,-0.4415887850467287
962,12.215694892026576,19.45934579439252,1.575,6.646044355908121,-2.9048935595359997,-0.2007221750212403
998,13.720648131229233,18.45841121495327,10.4803738317757,4.357340339304008,3.5210831024678813,0.3211554800339845
1002,13.887865157807305,19.385747663551403,10.71588785046729,3.609110180029501,-1.4964603185488177,-0.0367990654205609
1006,14.055082184385384,19.665420560747663,9.979906542056074,0.7922436980552564,-2.508771710508312,-0.1103971962616827
1010,14.222299210963456,19.65070093457944,9.876869158878504,-0.7922436980552733,0.6602030817127277,0.0802888700084961
1014,14.389516237541528,19.400467289719625,10.20070093457944,-1.7165280124530973,2.9489070983168504,-0.040144435004248
