frame,timestamp,x_cm,y_cm,x_velocity_cm_per_s,y_velocity_cm_per_s,z_particle_velocity_cm_per_s
662,0.7484421107020616,19.41518691588785,12.423364485981308,11.412992331097474,-9.657147357082476,-4.45603228547153
666,0.9161064134857604,19.56238317757009,12.526401869158878,0.3950651191533689,0.3511689948029993,-4.783878504672913
670,1.0837707162694592,19.547663551401868,12.541121495327102,-0.2633767461022523,0.1755844974015015,-3.054322429906555
674,1.2514350190531545,19.47406542056075,12.585280373831775,-1.0096108600586284,0.2194806217518769,-0.1324766355140178
678,1.4190993218368533,19.20911214953271,12.614719626168224,-1.7119488496646271,0.1316883730511247,0.7627442650807132
682,1.586763624620552,18.9,12.629439252336448,-0.7462341139563788,0.0438961243503749,-3.412276975361085
686,1.754427927404251,18.958878504672896,12.629439252336448,1.2290914818104977,-0.1755844974014996,-1.140771028037388
690,1.9220922301879495,19.31214953271028,12.570560747663553,2.107013968817996,-0.2633767461022495,0.9634664401019536
694,2.0897565329716485,19.665420560747663,12.541121495327102,1.7119488496646451,0.0,1.2511682242990707
698,2.257420835755344,19.88621495327103,12.570560747663553,0.0877922487007507,0.0438961243503753,2.2480883602378867
702,2.4250851385390426,19.69485981308411,12.555841121495328,-0.6584418652556291,0.0,1.124044180118941
706,2.592749441322741,19.665420560747663,12.570560747663553,3.775066694132243,6.013769036001358,0.8831775700934574
710,2.76041374410644,20.9607476635514,14.572429906542055,-0.1316883730511194,0.0,1.2143691588785095
714,2.928078046890139,19.62126168224299,12.570560747663553,-3.9506511915337423,-5.969872911650984,0.1605777400169922
718,3.095742349673838,19.63598130841121,12.570560747663553,0.4389612435037538,-0.0877922487007507,-1.140771028037388
722,3.263406652457533,19.768457943925235,12.541121495327102,0.5267534922045046,0.0438961243503753,-1.5254885301614216
726,3.431070955241232,19.812616822429906,12.585280373831775,-0.3511689948029993,0.1316883730511247,-2.207943925233644
730,3.5987352580249308,19.65070093457944,12.585280373831775,0.0438961243503802,0.3511689948029993,-4.1950934579439405
734,3.7663995608086296,19.82733644859813,12.70303738317757,-0.3072728704526297,-0.0877922487007498,-5.018054375531006
738,3.934063863592328,19.547663551401868,12.555841121495328,-2.502079087971376,-3.423897699329244,-2.6896771452846178
742,4.101728166376027,18.988317757009344,11.554906542056074,0.4828573678541293,-1.4046759792119974,-0.9199766355140204
746,4.269392469159726,19.709579439252337,12.084813084112149,2.941040331475156,1.7558449740150153,-0.1204333050127441
750,4.437056771943421,19.97453271028037,12.143691588785046,0.5267534922045046,1.1851953574601353,0.0802888700084961
754,4.60472107472712,19.88621495327103,12.482242990654203,-2.4142868392706256,-0.4828573678541241,0.1204333050127441
758,4.772385377510819,19.16495327102804,11.98177570093458,-5.925976787300619,-1.097403108759373,-1.5254885301614265
762,4.940049680294518,17.899065420560746,12.114252336448596,-3.072728704526277,0.9657147357082584,-2.2079439252336543
766,5.107713983078213,18.13457943925233,12.305607476635512,0.8779224870075076,1.5363643522631385,-1.284621920135938
770,5.275378285861912,18.19345794392523,12.629439252336448,-0.5706496165548686,-1.4485721035623722,-0.9634664401019511
774,5.443042588645611,17.94322429906542,11.819859813084111,-1.1851953574601175,-4.565196932438986,-0.5519859813084114
778,5.6107068914293095,17.796028037383177,11.098598130841122,-0.7023379896059987,0.7023379896059987,-1.164188615123194
782,5.778371194213008,17.70771028037383,12.0553738317757,-0.2633767461022495,4.565196932438986,-2.1677994902293958
786,5.946035496996707,17.70771028037383,12.629439252336448,1.3168837305112475,1.053506984408998,-0.3211554800339845
790,6.113699799780406,18.14929906542056,12.408644859813084,2.063117844467616,-1.3168837305112475,2.0607476635514104
794,6.281364102564105,18.39953271028037,12.18785046728972,0.6145457409052488,-1.6680527253142468,-0.9199766355140214
798,6.449028405347804,18.3553738317757,11.84929906542056,-1.1412992331097478,0.7023379896059987,-4.062616822429879
802,6.616692708131502,18.01682242990654,12.423364485981308,-1.8875333470661264,2.282598466219496,-3.211554800339844
806,6.784357010915201,17.722429906542054,12.614719626168224,-0.2633767461022551,0.4389612435037585,-4.967873831775718
810,6.952021313698893,17.928504672897194,12.570560747663553,0.1755844974015034,-2.019221720117289,-1.9800271329514652
