frame,timestamp,x_cm,y_cm,x_velocity_cm_per_s,y_velocity_cm_per_s
906,-0.0229812523434596,5.313785046728972,0.22079439252336447,-1.9190333184952988,1.4828893824736389
911,0.14576609173853328,4.989953271028037,0.47102803738317756,-1.8318045312909863,1.570118169677987
916,0.3145134358205226,4.695560747663551,0.7507009345794392,-1.2648174144628372,1.5265037760758369
921,0.4832607799025119,4.563084112149532,0.986214953271028,-0.7414446912368355,1.5701181696780038
926,0.6520081239845013,4.445327102803738,1.280607476635514,-0.6542159040324993,1.133974233656336
931,0.8207554680664906,4.3422897196261685,1.3689252336448599,-0.47975832962383214,0.3053007552151676
936,0.9895028121484799,4.283411214953271,1.3836448598130842,-0.3053007552151676,-0.21807196801083398
941,1.1582501562304692,4.239252336448598,1.2953271028037383,-0.0436143936021668,-0.9595166592476689
946,1.3269975003124586,4.268691588785047,1.0598130841121496,0.130843180806499,-1.1775886272584906
951,1.4957448443944514,4.283411214953271,0.8978971962616822,0.0436143936021668,-1.9190333184953379
974,2.271982627171603,19.341588785046728,11.95233644859813,4.1918278295415545,-0.21807196801083245
984,2.6094773153355817,20.710514018691587,12.025934579439252,3.3608738599316776,0.2822107821316679
991,2.845723597050366,21.26985981308411,12.114252336448597,1.9263023840956912,0.18172664000902705
996,3.014470941132359,21.490654205607477,12.099532710280373,0.8722878720433359,0.0
1001,3.1832182852143447,21.564252336448597,12.114252336448597,0.1744575744086672,-0.1744575744086672
1006,3.3519656292963376,21.549532710280374,12.040654205607476,-1.0467454464519812,-0.8286734784411517
1011,3.5207129733783304,21.210981308411213,11.834579439252336,-1.482889382473671,-0.0436143936021668
1016,3.689460317460316,21.049065420560748,12.025934579439252,-1.0308856669603121,0.6343911796678844
1022,3.891957130358705,20.82827102803738,12.070093457943925,0.03634532800180102,-0.8722878720433298
1028,4.094453943257093,21.06378504672897,11.672663551401868,2.3393174750253283,-1.1894834618772832
1033,4.263201287339079,21.696728971962617,11.628504672897195,2.224334073710512,-0.7414446912368355
1038,4.431948631421072,21.81448598130841,11.422429906542055,-0.30530075521517286,1.3956605952693375
1043,4.600695975503058,21.593691588785045,12.099532710280373,-2.1807196801083397,0.3053007552151676
1048,4.769443319585051,21.078504672897196,11.525467289719625,-1.4670296029819496,-13.282565324296064
